Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
St. Vincent's University Hospital,Dublin,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,30.2,15,45.2,45.2,30.2,15,45.2,211,105,303,10692,5311,3175,41,23,15,3,8.6,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.7,1.4,5.1,5.1,3.7,1.4,5.1,26,10,36,1310,496,67,0,9,0,0,1.3,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.5,0.3,0.8,0.8,0.5,0.3,0.8,4,2,6,177,106,325,0,0,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.1,2.2,8.3,8.3,6.1,2.2,8.3,43,15,56,2160,779,7780,6,8,1,0,4,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.4,3.3,9.7,9.7,6.4,3.3,9.7,45,23,67,2266,1168,406,0,14,0,0,3.6,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,39.6,17.5,57.1,57.1,39.6,17.5,57.1,277,122,396,14020,6196,513,31,18,17,4,11,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/19/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.7,2.6,2.6,1.9,0.7,2.6,13,5,18,673,248,1650,0,5,0,0,1.1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.3,1.5,4.8,4.8,3.3,1.5,4.8,23,10,35,1168,531,380,3,9,1,0,10.4,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,6.7,3.4,10.1,10.1,6.7,3.4,10.1,47,24,72,2372,1204,1239,0,20,0,0,1.4,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5,2.3,7.3,7.3,5,2.3,7.3,35,16,51,1770,814,3557,1,3,0,0,3.2,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.4,1.5,4.9,4.9,3.4,1.5,4.9,24,10,36,1204,531,1249,0,4,1,0,1.6,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,20.3,10.2,30.5,30.5,20.3,10.2,30.5,142,71,213,7187,3611,481,19,29,2,0,4.6,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3,1.6,4.6,4.6,3,1.6,4.6,21,11,31,1062,566,4452,6,5,2,1,9.2,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,16.8,8.3,25.1,25.1,16.8,8.3,25.1,118,58,183,5948,2939,1911,0,28,0,0,3.8,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.1,1.7,5.8,5.8,4.1,1.7,5.8,29,12,42,1452,602,541,0,37,1,0,1.7,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,14.2,5.3,19.5,19.5,14.2,5.3,19.5,99,37,136,5028,1876,1842,0,15,1,0,2.9,Green,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,14.7,5.9,20.6,20.6,14.7,5.9,20.6,103,41,143,5205,2089,3599,26,8,4,1,8.1,Red,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.8,0.9,2.7,2.7,1.8,0.9,2.7,13,6,20,637,319,1400,0,15,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.9,2.5,9.4,9.4,6.9,2.5,9.4,48,18,68,2443,885,1144,4,2,1,0,5.1,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5.1,2.3,7.4,7.4,5.1,2.3,7.4,36,16,53,1806,814,1641,3,3,1,0,5.6,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,10.6,4.4,15,15,10.6,4.4,15,74,31,102,3753,1558,1194,17,9,5,1,8.4,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.3,1,3.3,3.3,2.3,1,3.3,16,7,23,814,354,760,0,9,0,0,0.8,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.3,0.5,1.8,1.8,1.3,0.5,1.8,9,4,13,460,177,381,0,1,0,0,1,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4,2.2,6.2,6.2,4,2.2,6.2,28,15,45,1416,779,1589,0,9,0,0,3.8,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,7.9,2.7,10.6,10.6,7.9,2.7,10.6,55,19,73,2797,956,2865,0,24,1,0,3.8,Green,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,7.6,3.3,10.9,10.9,7.6,3.3,10.9,53,23,78,2691,1168,4489,0,1,0,0,1.6,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.4,2.6,10,10,7.4,2.6,10,52,18,72,2620,921,3817,2,4,1,0,5.3,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,30.4,14.8,45.2,45.2,30.4,14.8,45.2,213,104,310,10763,5240,3141,28,26,13,3,8.6,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.5,1.2,4.7,4.7,3.5,1.2,4.7,24,8,32,1239,425,68,0,9,0,0,1.2,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,248,106,321,0,2,1,0,1,Green,Low breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.1,2.6,8.7,8.7,6.1,2.6,8.7,43,18,59,2160,921,7439,8,10,1,0,4.2,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.9,3.4,10.3,10.3,6.9,3.4,10.3,48,24,74,2443,1204,404,0,17,0,0,3.8,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,39.5,16.2,55.7,55.7,39.5,16.2,55.7,276,113,396,13985,5736,503,39,20,10,2,10.7,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/20/2023,2023,6,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.7,0.6,2.3,2.3,1.7,0.6,2.3,12,4,17,602,212,1627,0,5,0,0,1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,2.9,1.3,4.2,4.2,2.9,1.3,4.2,20,9,30,1027,460,392,3,8,1,0,9.1,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7,3.7,10.7,10.7,7,3.7,10.7,49,26,79,2478,1310,1284,0,21,1,0,1.5,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.4,1.9,6.3,6.3,4.4,1.9,6.3,31,13,44,1558,673,3719,0,2,0,0,2.7,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.3,1.3,4.6,4.6,3.3,1.3,4.6,23,9,32,1168,460,1306,1,4,0,0,1.5,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,26.3,12.3,38.6,38.6,26.3,12.3,38.6,184,86,269,9312,4355,484,21,37,3,1,5.8,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.9,1.1,4,4,2.9,1.1,4,20,8,29,1027,389,4397,3,4,1,0,8,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,16.5,6.8,23.3,23.3,16.5,6.8,23.3,116,48,169,5842,2408,1928,0,26,0,0,3.5,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.3,1.1,4.4,4.4,3.3,1.1,4.4,23,8,31,1168,389,522,0,28,0,0,1.3,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,13.1,4.6,17.7,17.7,13.1,4.6,17.7,92,32,127,4638,1629,1886,0,14,1,0,2.6,Green,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.4,6.8,20.2,20.2,13.4,6.8,20.2,94,48,143,4744,2408,3728,11,7,1,0,7.9,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.8,0.9,2.7,2.7,1.8,0.9,2.7,13,6,18,637,319,1452,0,15,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.1,2.6,8.7,8.7,6.1,2.6,8.7,43,18,61,2160,921,1174,7,2,1,0,4.7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5.3,2,7.3,7.3,5.3,2,7.3,37,14,52,1876,708,1651,3,3,1,0,5.5,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9.9,3.8,13.7,13.7,9.9,3.8,13.7,69,27,99,3505,1345,1210,2,9,1,0,7.7,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.4,1.1,3.5,3.5,2.4,1.1,3.5,17,8,24,850,389,768,0,10,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.1,0.6,1.7,1.7,1.1,0.6,1.7,8,4,11,389,212,377,0,2,1,0,0.9,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.3,1.6,5.9,5.9,4.3,1.6,5.9,30,11,41,1522,566,1556,0,8,2,0,3.6,Green,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,7.3,3.9,11.2,11.2,7.3,3.9,11.2,51,27,75,2585,1381,2861,6,25,2,1,4,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,9.8,3.4,13.2,13.2,9.8,3.4,13.2,69,24,93,3470,1204,4396,1,0,0,0,1.9,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.7,3.6,11.3,11.3,7.7,3.6,11.3,54,25,80,2726,1275,3799,5,4,2,0,6,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,29.7,12.7,42.4,42.4,29.7,12.7,42.4,208,89,310,10515,4496,3223,26,24,9,3,8.1,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.2,1.3,4.5,4.5,3.2,1.3,4.5,22,9,32,1133,460,69,0,9,0,0,1.1,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.5,0.3,0.8,0.8,0.5,0.3,0.8,4,2,6,177,106,321,0,1,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.9,2.3,8.2,8.2,5.9,2.3,8.2,41,16,55,2089,814,7698,2,9,1,0,4,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,5.9,2.6,8.5,8.5,5.9,2.6,8.5,41,18,60,2089,921,405,0,14,0,0,3.1,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,37.9,13.8,51.7,51.7,37.9,13.8,51.7,265,97,349,13418,4886,491,42,18,11,2,10,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/21/2023,2023,6,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.9,2.8,2.8,1.9,0.9,2.8,13,6,19,673,319,1643,1,7,1,0,1.2,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.4,1.4,4.8,4.8,3.4,1.4,4.8,24,10,34,1204,496,375,4,9,1,0,10.4,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7.4,3.6,11,11,7.4,3.6,11,52,25,73,2620,1275,1235,0,22,0,0,1.5,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.1,2.3,7.4,7.4,5.1,2.3,7.4,36,16,52,1806,814,3587,0,3,0,0,3.2,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.4,1.2,4.6,4.6,3.4,1.2,4.6,24,8,33,1204,425,1300,0,4,2,0,1.5,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,28.7,10.8,39.5,39.5,28.7,10.8,39.5,201,76,266,10161,3824,473,28,37,5,1,5.9,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.1,1.2,4.3,4.3,3.1,1.2,4.3,22,8,30,1098,425,4225,3,4,1,0,8.6,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,18.5,6.2,24.7,24.7,18.5,6.2,24.7,130,43,167,6550,2195,1915,0,27,0,0,3.7,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.4,1.5,4.9,4.9,3.4,1.5,4.9,24,10,34,1204,531,530,0,31,0,0,1.4,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,14.3,5.7,20,20,14.3,5.7,20,100,40,141,5063,2018,1894,0,15,0,0,2.9,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.1,6.6,19.7,19.7,13.1,6.6,19.7,92,46,145,4638,2337,3643,10,7,2,1,7.7,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.6,0.8,2.4,2.4,1.6,0.8,2.4,11,6,17,566,283,1437,0,14,0,0,1.2,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.5,3.4,9.9,9.9,6.5,3.4,9.9,46,24,69,2301,1204,1156,4,2,2,0,5.4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5,1.7,6.7,6.7,5,1.7,6.7,35,12,46,1770,602,1605,5,3,0,0,5,Amber,No breach,TRUE
Naas General Hospital,Kildare,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,10.9,4.3,15.2,15.2,10.9,4.3,15.2,76,30,103,3859,1522,1176,20,10,4,1,8.5,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.4,0.9,3.3,3.3,2.4,0.9,3.3,17,6,24,850,319,780,0,9,0,0,0.8,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.3,0.5,1.8,1.8,1.3,0.5,1.8,9,4,12,460,177,381,0,1,1,0,1,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.3,1.9,6.2,6.2,4.3,1.9,6.2,30,13,41,1522,673,1510,0,9,0,0,3.8,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,8.2,4.1,12.3,12.3,8.2,4.1,12.3,57,29,90,2903,1452,2836,8,27,1,0,4.4,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,7.7,3.8,11.5,11.5,7.7,3.8,11.5,54,27,82,2726,1345,4567,0,0,0,0,1.7,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.1,3.2,10.3,10.3,7.1,3.2,10.3,50,22,75,2514,1133,3883,5,2,1,0,5.5,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,34.7,14.4,49.1,49.1,34.7,14.4,49.1,243,101,351,12286,5098,3171,54,28,17,4,9.4,Red,High breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3,1.5,4.5,4.5,3,1.5,4.5,21,10,32,1062,531,67,0,9,0,0,1.1,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,5,212,71,314,0,3,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,4.7,2.2,6.9,6.9,4.7,2.2,6.9,33,15,50,1664,779,7479,0,8,0,0,3.4,Green,No breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6,3,9,9,6,3,9,42,21,66,2124,1062,412,0,14,0,0,3.3,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,31.3,15.4,46.7,46.7,31.3,15.4,46.7,219,108,342,11082,5452,497,25,16,14,4,9,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/22/2023,2023,6,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.7,0.6,2.3,2.3,1.7,0.6,2.3,12,4,17,602,212,1582,0,5,0,0,1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.2,1.2,4.4,4.4,3.2,1.2,4.4,22,8,32,1133,425,385,3,8,1,0,9.6,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7.6,3.2,10.8,10.8,7.6,3.2,10.8,53,22,79,2691,1133,1268,0,22,0,0,1.5,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.8,2.5,7.3,7.3,4.8,2.5,7.3,34,18,53,1699,885,3667,0,3,0,0,3.2,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3,1.4,4.4,4.4,3,1.4,4.4,21,10,32,1062,496,1273,0,3,1,0,1.5,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,25,9.7,34.7,34.7,25,9.7,34.7,175,68,246,8851,3434,480,14,33,4,1,5.2,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.2,1.5,4.7,4.7,3.2,1.5,4.7,22,10,32,1133,531,4225,3,5,1,0,9.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,17.7,6,23.7,23.7,17.7,6,23.7,124,42,172,6267,2124,1839,0,26,0,0,3.6,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.1,1.9,6,6,4.1,1.9,6,29,13,43,1452,673,522,0,38,0,0,1.7,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,15.1,6.1,21.2,21.2,15.1,6.1,21.2,106,43,143,5346,2160,1868,0,16,0,0,3.1,Green,No breach,TRUE
