Hospital,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
University Hospital Kerry,synthetic,12/13/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,9.3,4.6,13.9,13.9,9.3,4.6,13.9,65,32,95,3157,1561,540,8,21,1,0,5.1,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/13/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,53,19.4,72.4,72.4,53,19.4,72.4,371,136,502,17991,6585,653,29,23,16,4,13.9,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/13/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,2.4,0.9,3.3,3.3,2.4,0.9,3.3,17,6,22,815,306,2143,0,7,0,0,1.5,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,5.1,1.7,6.8,6.8,5.1,1.7,6.8,36,12,46,1731,577,520,4,11,2,1,14.8,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,11,4.1,15.1,15.1,11,4.1,15.1,77,29,107,3734,1392,1689,0,28,1,0,2.1,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,6.9,3.6,10.5,10.5,6.9,3.6,10.5,48,25,72,2342,1222,4973,8,4,1,0,4.5,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,3.9,2.1,6,6,3.9,2.1,6,27,15,43,1324,713,1714,0,4,0,0,2,Green,No breach,TRUE
Cork University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,31.6,14.5,46.1,46.1,31.6,14.5,46.1,221,102,322,10727,4922,642,8,40,5,1,6.9,Amber,Low breach,TRUE
Ennis Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,3.9,2,5.9,5.9,3.9,2,5.9,27,14,43,1324,679,5898,4,5,1,0,11.8,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,26.3,12.3,38.6,38.6,26.3,12.3,38.6,184,86,273,8928,4175,2486,27,39,5,1,5.8,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,4.5,2.4,6.9,6.9,4.5,2.4,6.9,32,17,47,1528,815,697,0,40,0,0,2,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,678,20.5,7.4,27.9,27.9,20.5,7.4,27.9,144,52,193,6959,2512,2488,12,20,2,0,4.1,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,255,19.5,7.7,27.2,27.2,19.5,7.7,27.2,136,54,185,6619,2614,4928,13,9,9,2,10.7,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,198,2.4,1.3,3.7,3.7,2.4,1.3,3.7,17,9,26,815,441,1917,0,20,0,0,1.9,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,8.5,4.3,12.8,12.8,8.5,4.3,12.8,60,30,91,2885,1460,1561,2,2,1,0,7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,133,7.3,2.7,10,10,7.3,2.7,10,51,19,68,2478,917,2193,5,3,1,0,7.5,Amber,Low breach,TRUE
Naas General Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,178,13.2,6.1,19.3,19.3,13.2,6.1,19.3,92,43,136,4481,2071,1536,18,11,3,1,10.8,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,426,3.5,1.6,5.1,5.1,3.5,1.6,5.1,24,11,37,1188,543,1000,0,13,0,0,1.2,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,1.9,0.8,2.7,2.7,1.9,0.8,2.7,13,6,19,645,272,495,0,1,0,0,1.5,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,163,6.9,2.9,9.8,9.8,6.9,2.9,9.8,48,20,71,2342,984,2092,2,13,1,0,6,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,281,12.8,6.4,19.2,19.2,12.8,6.4,19.2,90,45,130,4345,2172,3898,9,40,3,1,6.8,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,680,11.6,5.3,16.9,16.9,11.6,5.3,16.9,81,37,122,3938,1799,5942,0,1,1,0,2.5,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,188,12.6,4.3,16.9,16.9,12.6,4.3,16.9,88,30,113,4277,1460,4978,17,11,4,1,9,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,523,41.7,16.3,58,58,41.7,16.3,58,292,114,407,14155,5533,4315,55,31,10,3,11.1,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,397,4.8,2,6.8,6.8,4.8,2,6.8,34,14,46,1629,679,91,0,13,1,0,1.7,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,100,0.8,0.3,1.1,1.1,0.8,0.3,1.1,6,2,8,272,102,431,0,3,0,0,1.1,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,205,7.4,3.4,10.8,10.8,7.4,3.4,10.8,52,24,79,2512,1154,9848,2,11,1,0,5.3,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,9,3.8,12.8,12.8,9,3.8,12.8,63,27,86,3055,1290,547,10,19,1,0,4.7,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,48.8,23.3,72.1,72.1,48.8,23.3,72.1,342,163,480,16565,7909,655,47,23,22,6,13.9,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/14/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,2.3,1,3.3,3.3,2.3,1,3.3,16,7,23,781,339,2223,1,7,0,0,1.5,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,4.4,1.7,6.1,6.1,4.4,1.7,6.1,31,12,43,1494,577,498,5,10,1,0,13.3,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,11.1,4.1,15.2,15.2,11.1,4.1,15.2,78,29,108,3768,1392,1669,0,28,0,0,2.1,Green,No breach,TRUE
Cavan General Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,7,2.9,9.9,9.9,7,2.9,9.9,49,20,66,2376,984,4748,4,3,1,0,4.3,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,4.2,1.9,6.1,6.1,4.2,1.9,6.1,29,13,41,1426,645,1725,0,5,0,0,2,Green,No breach,TRUE
Cork University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,34.9,13.4,48.3,48.3,34.9,13.4,48.3,244,94,344,11847,4549,637,24,42,6,1,7.3,Amber,Moderate breach,TRUE
Ennis Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,5.1,1.8,6.9,6.9,5.1,1.8,6.9,36,13,49,1731,611,5786,6,6,2,1,13.8,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,26,11.5,37.5,37.5,26,11.5,37.5,182,80,274,8826,3904,2533,13,38,3,1,5.7,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,5.1,1.8,6.9,6.9,5.1,1.8,6.9,36,13,48,1731,611,731,0,41,2,1,2,Green,Low breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,678,17.8,7.7,25.5,25.5,17.8,7.7,25.5,125,54,172,6042,2614,2487,0,18,0,0,3.8,Green,No breach,TRUE
Mayo University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,255,16.2,6.7,22.9,22.9,16.2,6.7,22.9,113,47,158,5499,2274,4910,11,8,6,1,9,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,198,2.9,1.5,4.4,4.4,2.9,1.5,4.4,20,10,31,984,509,1900,1,23,0,0,2.2,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,8.6,3.8,12.4,12.4,8.6,3.8,12.4,60,27,89,2919,1290,1518,6,2,1,0,6.7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,133,7.6,2.7,10.3,10.3,7.6,2.7,10.3,53,19,70,2580,917,2159,5,4,1,0,7.7,Amber,Low breach,TRUE
Naas General Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,178,15.2,7.3,22.5,22.5,15.2,7.3,22.5,106,51,150,5160,2478,1601,22,13,6,1,12.6,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,426,3.9,1.4,5.3,5.3,3.9,1.4,5.3,27,10,35,1324,475,997,0,14,0,0,1.2,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,1.8,0.7,2.5,2.5,1.8,0.7,2.5,13,5,17,611,238,500,1,0,1,0,1.4,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,163,6.7,2.6,9.3,9.3,6.7,2.6,9.3,47,18,62,2274,883,2046,4,12,1,0,5.7,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,281,10.1,3.4,13.5,13.5,10.1,3.4,13.5,71,24,90,3428,1154,3746,4,28,1,0,4.8,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,680,14.2,6.1,20.3,20.3,14.2,6.1,20.3,99,43,147,4820,2071,6074,0,1,1,0,3,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,188,10.3,4.2,14.5,14.5,10.3,4.2,14.5,72,29,97,3496,1426,5173,2,1,2,0,7.7,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,523,37.1,19,56.1,56.1,37.1,19,56.1,260,133,381,12594,6450,4190,38,30,13,3,10.7,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,397,4.6,2.2,6.8,6.8,4.6,2.2,6.8,32,15,46,1561,747,90,0,13,1,0,1.7,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,100,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,9,306,136,432,0,1,0,0,1.3,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,205,8.4,3.1,11.5,11.5,8.4,3.1,11.5,59,22,83,2851,1052,10231,5,12,1,0,5.6,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,7.2,3.3,10.5,10.5,7.2,3.3,10.5,50,23,72,2444,1120,540,0,16,1,0,3.9,Green,Low breach,TRUE
University Hospital Limerick,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,58.1,19.9,78,78,58.1,19.9,78,407,139,521,19722,6755,670,44,25,24,5,15,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/15/2022,2022,12,Thursday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,2.8,1,3.8,3.8,2.8,1,3.8,20,7,27,950,339,2130,0,8,0,0,1.7,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,4.8,1.6,6.4,6.4,4.8,1.6,6.4,34,11,44,1629,543,505,4,11,2,1,13.9,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,10.5,4.1,14.6,14.6,10.5,4.1,14.6,74,29,102,3564,1392,1730,0,27,1,0,2,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,5.5,2.9,8.4,8.4,5.5,2.9,8.4,38,20,57,1867,984,4893,0,3,2,1,3.6,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,4.9,1.9,6.8,6.8,4.9,1.9,6.8,34,13,46,1663,645,1714,0,5,0,0,2.2,Green,No breach,TRUE
Cork University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,33.4,16.9,50.3,50.3,33.4,16.9,50.3,234,118,348,11338,5737,637,13,44,4,1,7.6,Amber,Low breach,TRUE
Ennis Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,4.8,2.2,7,7,4.8,2.2,7,34,15,51,1629,747,5775,3,6,1,0,14,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,24.6,12.5,37.1,37.1,24.6,12.5,37.1,172,88,269,8350,4243,2509,9,38,4,1,5.6,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,5.5,2.1,7.6,7.6,5.5,2.1,7.6,38,15,55,1867,713,697,0,44,0,0,2.2,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,678,19.6,7.6,27.2,27.2,19.6,7.6,27.2,137,53,184,6653,2580,2502,20,19,3,1,4,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,255,21.7,8.1,29.8,29.8,21.7,8.1,29.8,152,57,219,7366,2750,4846,31,10,8,2,11.7,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,198,2.1,1.1,3.2,3.2,2.1,1.1,3.2,15,8,22,713,373,1901,0,17,0,0,1.6,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,9.4,3.7,13.1,13.1,9.4,3.7,13.1,66,26,93,3191,1256,1547,6,2,2,1,7.1,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,133,6.9,3.2,10.1,10.1,6.9,3.2,10.1,48,22,69,2342,1086,2180,4,4,1,0,7.6,Amber,Low breach,TRUE
Naas General Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,178,12.6,5.6,18.2,18.2,12.6,5.6,18.2,88,39,132,4277,1901,1583,8,11,5,1,10.2,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,426,3.1,1.6,4.7,4.7,3.1,1.6,4.7,22,11,32,1052,543,1034,0,12,0,0,1.1,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,1.9,0.7,2.6,2.6,1.9,0.7,2.6,13,5,17,645,238,501,0,1,0,0,1.4,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,163,6.9,3.2,10.1,10.1,6.9,3.2,10.1,48,22,69,2342,1086,2048,6,13,1,0,6.2,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,281,10.4,4.8,15.2,15.2,10.4,4.8,15.2,73,34,111,3530,1629,3760,7,31,1,0,5.4,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,680,12.8,5.6,18.4,18.4,12.8,5.6,18.4,90,39,135,4345,1901,5813,0,0,0,0,2.7,Green,No breach,TRUE
St Lukes General Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,188,11,4.5,15.5,15.5,11,4.5,15.5,77,32,111,3734,1528,5074,20,8,4,1,8.2,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,523,49.7,16.7,66.4,66.4,49.7,16.7,66.4,348,117,481,16871,5669,4225,30,35,24,5,12.7,Red,High breach,TRUE
Tallaght University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,397,4.5,1.6,6.1,6.1,4.5,1.6,6.1,32,11,43,1528,543,93,1,11,0,0,1.5,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,100,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,9,306,136,428,1,0,1,0,1.3,Green,Low breach,TRUE
Tipperary University Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,205,7.7,3,10.7,10.7,7.7,3,10.7,54,21,73,2614,1018,10124,7,11,1,0,5.2,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,9.3,4.2,13.5,13.5,9.3,4.2,13.5,65,29,91,3157,1426,548,12,20,2,0,5,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,57.3,20,77.3,77.3,57.3,20,77.3,401,140,560,19450,6789,683,51,25,24,5,14.9,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/16/2022,2022,12,Friday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,2.6,1.2,3.8,3.8,2.6,1.2,3.8,18,8,27,883,407,2113,0,8,0,0,1.7,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,46,3.7,1.7,5.4,5.4,3.7,1.7,5.4,26,12,40,1256,577,520,4,11,1,0,11.7,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,718,10.9,4.1,15,15,10.9,4.1,15,76,29,105,3700,1392,1703,1,34,1,0,2.1,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,231,5.8,2.9,8.7,8.7,5.8,2.9,8.7,41,20,59,1969,984,4835,0,4,1,0,3.8,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,303,4,1.7,5.7,5.7,4,1.7,5.7,28,12,41,1358,577,1678,0,5,0,0,1.9,Green,No breach,TRUE
Cork University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,664,25.7,13.8,39.5,39.5,25.7,13.8,39.5,180,97,269,8724,4684,622,13,42,4,1,5.9,Amber,Low breach,TRUE
Ennis Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,50,3.1,1.4,4.5,4.5,3.1,1.4,4.5,22,10,31,1052,475,5928,2,5,1,0,9,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,663,19.5,10.4,29.9,29.9,19.5,10.4,29.9,136,73,215,6619,3530,2457,9,37,2,1,4.5,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,350,4.1,2.2,6.3,6.3,4.1,2.2,6.3,29,15,46,1392,747,735,0,45,0,0,1.8,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,678,16.2,8.6,24.8,24.8,16.2,8.6,24.8,113,60,167,5499,2919,2574,0,22,0,0,3.7,Green,No breach,TRUE
Mayo University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,255,15.3,8.1,23.4,23.4,15.3,8.1,23.4,107,57,160,5194,2750,4769,14,10,5,1,9.2,Red,Low breach,TRUE
Mercy University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,198,2.1,0.9,3,3,2.1,0.9,3,15,6,22,713,306,1974,1,19,0,0,1.5,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,184,6.1,3,9.1,9.1,6.1,3,9.1,43,21,61,2071,1018,1521,6,2,1,0,4.9,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,133,6.3,2.4,8.7,8.7,6.3,2.4,8.7,44,17,63,2139,815,2165,2,4,1,0,6.5,Amber,Low breach,TRUE
Naas General Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,178,10.7,4.7,15.4,15.4,10.7,4.7,15.4,75,33,108,3632,1595,1525,13,11,5,1,8.7,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,426,2.9,1.3,4.2,4.2,2.9,1.3,4.2,20,9,29,984,441,1032,0,13,1,0,1,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,184,1.7,0.7,2.4,2.4,1.7,0.7,2.4,12,5,16,577,238,493,0,2,0,0,1.3,Green,No breach,TRUE
